4329.23,4229.23,4289.23,4148.21,4352.26,4586.15,4296.92,4641.23,4222.25,4238.46,4211.28,4282.51,4635.9,4393.85,0
4324.62,4224.62,4293.85,4148.72,4342.25,4586.67,4297.44,4638.97,4212.77,4226.67,4227.69,4279.49,4632.82,4384.1,0
4327.69,4226.67,4295.38,4156.41,4336.92,4583.59,4296.92,4632.26,4227.69,4222.25,4226.67,4282.25,4628.72,4389.23,0
4328.72,4211.79,4296.41,4155.9,4343.59,4582.56,4297.44,4632.77,4217.44,4235.38,4212.77,4287.69,4632.31,4396.41,0
4326.15,4211.79,4292.31,4151.28,4347.69,4586.67,4295.9,4627.69,4212.77,4244.1,4212.82,4288.21,4632.82,4398.46,0
4321.23,4224.62,4284.1,4153.33,4345.64,4587.18,4293.33,4616.92,4222.56,4232.82,4229.74,4281.23,4628.21,4389.74,0
4319.49,4221.23,4282.51,4151.79,4343.59,4584.62,4289.74,4615.9,4212.31,4226.67,4221.23,4269.74,4625.13,4378.46,0
4325.64,4226.67,4278.46,4143.28,4344.1,4583.28,4287.18,4614.87,4225.64,4232.26,4195.9,4266.67,4622.25,4382.51,0
4326.15,4212.77,4276.41,4139.49,4345.13,4584.1,4291.28,4628.21,4187.69,4229.74,4222.25,4273.85,4627.18,4389.74,0
4326.15,4211.28,4276.92,4142.25,4344.1,4582.56,4292.82,4628.72,4194.36,4228.72,4212.82,4277.95,4637.44,4393.33,0
4326.15,4212.77,4272.82,4143.28,4342.56,4579.49,4287.69,4615.9,4226.15,4228.72,4212.77,4272.82,4631.79,4382.56,0
4316.92,4222.56,4259.49,4135.9,4339.49,4581.54,4286.15,4615.38,4195.9,4223.59,4197.44,4262.25,4613.33,4372.77,0
4328.21,3993.33,4247.69,4124.62,4335.9,4584.62,4289.74,4612.26,4188.72,4221.54,4192.26,4255.9,4626.15,4369.74,0
4328.21,3998.46,4251.79,4122.56,4338.46,4584.62,4291.28,4616.92,4225.64,4225.64,4194.36,4263.59,4612.26,4371.28,0
4312.82,4226.15,4262.51,4127.69,4341.23,4586.15,4289.74,4628.72,4215.9,4225.13,4198.97,4274.36,4611.79,4375.9,0
4313.85,4223.59,4255.9,4127.69,4337.95,4586.15,4291.28,4627.69,4226.15,4224.62,4199.49,4269.23,4612.26,4378.97,0
4326.67,3997.95,4247.18,4122.56,4336.92,4584.1,4294.36,4622.51,4222.56,4226.15,4193.85,4254.36,4626.15,4369.74,0
4323.59,3996.41,4249.23,4122.25,4341.23,4584.1,4292.77,4616.41,4223.59,4226.15,4189.23,4253.85,4626.15,4372.26,0
4312.31,4222,4255.9,4124.1,4342.25,4586.67,4285.64,4612.77,4192.31,4223.28,4192.31,4264.62,4614.87,4382.25,0
4315.9,4223.59,4257.44,4122.56,4341.54,4588.21,4288.21,4627.18,4188.21,4216.92,4222,4272.26,4621.54,4378.97,0
4314.36,4225.64,4259.49,4123.59,4345.13,4588.21,4292.31,4612.82,4226.67,4222.56,4229.74,4272.31,4624.62,4381.54,0
4324.62,4212.82,4263.28,4132.31,4343.28,4587.18,4291.79,4617.95,4213.33,4242.51,4217.95,4274.36,4632.31,4422.51,0
4331.28,4224.1,4266.15,4142,4336.41,4585.64,4289.74,4617.95,4224.62,4245.13,4216.41,4274.36,4638.97,4421.54,0
4326.67,4222,4264.1,4137.44,4334.36,4586.15,4288.21,4621.54,4213.33,4238.46,4228.72,4271.28,4634.36,4385.13,0
4321.54,4227.69,4262,4132.31,4342,4585.64,4287.18,4632.26,4232.26,4242.56,4228.72,4272.26,4627.69,4378.97,0
4317.44,4227.69,4257.44,4128.72,4343.59,4585.13,4288.21,4638.97,4231.79,4247.69,4229.23,4269.74,4625.13,4386.15,0
4311.79,4227.18,4252.77,4125.13,4336.41,4587.18,4287.69,4634.36,4229.23,4232.31,4197.44,4262.25,4615.38,4381.23,0
4328.72,4222,4245.13,4121.54,4329.23,4585.64,4286.67,4617.44,4189.23,4216.41,4186.15,4253.85,4624.1,4362.25,0
4328.21,4222.25,4252.82,4122.56,4332.82,4582.56,4287.69,4612.77,4192.82,4216.41,4189.74,4256.92,4625.13,4362,0
4311.28,4211.28,4265.13,4132.26,4339.49,4583.59,4289.74,4616.41,4222,4222.51,4195.9,4265.64,4611.28,4374.36,0
4311.28,4228.72,4265.13,4132.77,4337.44,4585.64,4287.69,4614.87,4192.26,4218.46,4195.38,4265.64,4628.72,4374.36,0
4326.15,4222.51,4259.49,4121.23,4332.26,4584.1,4285.64,4627.18,4185.13,4216.92,4222,4263.28,4611.28,4369.23,0
4327.18,4223.28,4263.28,4121.54,4332.77,4582.56,4286.67,4611.79,4222.25,4224.62,4228.72,4271.28,4622.56,4379.49,0
4314.87,4228.21,4268.21,4128.21,4335.38,4584.1,4292.31,4625.64,4212.82,4231.28,4212.77,4275.9,4624.62,4382.56,0
4313.85,4223.28,4263.59,4124.1,4336.41,4586.67,4122.51,4633.33,4215.38,4232.82,4227.18,4272.77,4618.97,4372.31,0
4328.21,3997.44,4254.36,4119.49,4332.82,4588.72,4297.95,4628.21,4217.44,4235.38,4228.21,4268.72,4621.54,4368.21,0
4328.72,4226.15,4253.33,4121.23,4332.26,4585.64,4282.25,4614.87,4222.56,4236.41,4228.72,4271.28,4628.21,4372.26,0
4326.15,4227.69,4253.33,4121.23,4332.26,4579.49,4277.44,4627.69,4186.67,4224.62,4198.97,4267.18,4622.56,4367.18,0
4297.44,3992.82,4249.74,4118.46,4332.77,4581.23,4285.64,4629.23,4189.23,4228.72,4187.18,4258.97,4626.15,4363.59,0
4321.23,3994.36,4252.82,4119.49,4332.82,4583.28,4287.69,4611.79,4195.9,4212.26,4188.21,4262.51,4621.23,4366.67,0
4313.85,4212.77,4262,4124.62,4337.44,4582.51,4288.72,4618.46,4223.59,4223.59,4198.97,4267.69,4613.33,4372.77,0
4317.44,4212.77,4258.46,4126.15,4339.49,4584.1,4294.36,4625.64,4228.21,4229.74,4221.54,4271.28,4619.49,4376.41,0
4325.64,3998.46,4251.79,4121.54,4331.79,4584.62,4294.87,4622,4222,4222.25,4196.92,4268.72,4612.77,4372.26,0
4296.92,3995.38,4249.23,4122.51,4324.62,4577.95,4288.21,4615.9,4223.28,4213.33,4197.95,4262.56,4626.15,4357.44,0
4298.97,4221.23,4247.69,4123.28,4332.82,4582,4287.18,4624.62,4222.51,4224.1,4225.64,4265.13,4615.38,4363.28,0
4322.56,4226.67,4249.74,4122.51,4342.25,4589.23,4294.87,4627.69,4216.41,4241.54,4217.95,4274.87,4627.69,4375.9,0
4328.72,4226.15,4256.41,4118.46,4333.85,4587.69,4297.95,4621.54,4226.67,4243.59,4223.28,4276.41,4633.33,4376.92,0
4315.38,4222.51,4262.56,4122.51,4329.23,4583.59,4292.82,4621.54,4212.26,4242,4218.97,4277.44,4633.85,4381.23,0
4317.95,4224.62,4268.72,4123.59,4337.95,4585.13,4287.18,4622.25,4227.18,4242.25,4217.44,4285.64,4634.87,4388.21,0
4316.41,4213.85,4267.69,4124.62,4342.56,4589.74,4289.23,4616.41,4222.51,4232.82,4213.33,4281.23,4632.26,4375.9,0
4325.13,4228.72,4259.49,4122,4341.23,4595.9,4292.82,4612.31,4199.49,4219.49,4198.46,4261.23,4611.79,4357.95,0
4293.33,3994.87,4254.36,4116.41,4337.44,4596.41,4292.31,4629.74,4193.33,4211.79,4186.67,4252.82,4597.95,4347.69,0
4297.44,3994.36,4258.46,4118.97,4336.92,4594.36,4296.92,4614.36,4193.33,4229.74,4192.31,4262.51,4622.25,4352.77,0
4328.21,4227.18,4268.21,4126.15,4344.62,4595.38,4122.25,4622.56,4225.13,4221.54,4225.13,4271.79,4614.36,4374.87,0
4315.9,4221.23,4277.95,4134.36,4346.15,4591.28,4295.9,4622,4228.72,4235.38,4212.31,4282.51,4625.64,4391.79,0
4329.23,4226.15,4281.23,4141.23,4336.92,4585.64,4285.64,4613.33,4223.59,4233.85,4213.33,4281.54,4632.77,4387.18,0
4335.9,4224.62,4281.23,4144.1,4336.41,4591.28,4288.72,4616.41,4222.25,4233.33,4211.79,4274.87,4631.28,4385.64,0
4324.62,4218.97,4276.41,4135.9,4341.54,4622.51,4299.49,4626.15,4211.28,4242.25,4216.41,4276.92,4632.82,4388.72,0
4314.87,4211.28,4268.72,4122.56,4334.36,4622.25,4122.51,4632.31,4222.56,4243.28,4221.23,4283.59,4632.26,4381.23,0
4312.82,4225.64,4266.15,4124.62,4333.33,4621.23,4122.51,4632.31,4218.46,4242,4216.41,4278.46,4622.25,4374.87,0
4312.31,4229.23,4272.26,4134.36,4344.1,4622.51,4299.49,4629.23,4229.23,4242.51,4213.33,4276.41,4621.54,4382,0
4312.82,4212.26,4268.72,4129.74,4344.62,4622.25,4295.9,4629.74,4214.36,4236.41,4214.87,4282.25,4624.1,4375.9,0
4328.21,4223.59,4264.62,4121.54,4333.85,4621.23,4294.87,4631.79,4215.38,4228.72,4228.21,4278.97,4612.82,4363.28,0
4299.49,4222.56,4265.64,4123.28,4332.31,4592.31,4288.21,4619.49,4193.33,4221.23,4197.95,4268.72,4622.56,4358.46,0
4296.41,4224.1,4263.59,4122.25,4342.25,4592.77,4282.25,4626.15,4176.92,4211.28,4194.36,4267.18,4622.25,4362.51,0
4323.59,4223.59,4261.23,4126.15,4346.67,4598.97,4287.69,4612.82,4192.82,4228.72,4198.46,4274.36,4621.23,4358.46,0
4313.33,4228.21,4268.72,4136.92,4342.56,4595.38,4291.28,4623.28,4227.69,4222.25,4226.15,4283.28,4627.69,4362.56,0
4316.41,4214.36,4278.97,4139.49,4337.95,4583.59,4285.64,4614.87,4198.46,4234.87,4212.31,4285.64,4622,4378.46,0
4322,4217.44,4284.1,4137.95,4337.44,4586.15,4286.67,4612.31,4198.97,4242.56,4217.95,4284.62,4626.67,4389.74,0
4328.21,4221.23,4283.28,4141.23,4332.82,4599.49,4122,4632.26,4217.95,4248.21,4226.67,4291.79,4632.82,4388.72,0
4325.13,4219.49,4281.54,4136.41,4327.69,4626.15,4129.74,4638.46,4218.97,4242.56,4228.21,4322,4636.41,4383.59,0
4312.82,4212.26,4282.25,4129.74,4331.28,4626.67,4128.72,4628.72,4212.31,4233.85,4221.54,4322,4629.74,4382,0
4329.74,4225.64,4278.46,4133.33,4335.38,4626.15,4125.13,4628.21,4216.92,4237.44,4214.87,4291.28,4622.51,4372.82,0
4327.18,4225.13,4269.23,4132.26,4334.36,4627.18,4123.28,4629.23,4211.28,4233.85,4225.64,4278.46,4612.31,4362,0
4322,4222.51,4262,4121.54,4333.85,4622.25,4295.38,4612.82,4189.23,4222.25,4196.92,4269.74,4626.15,4349.74,0
4299.49,3996.92,4253.85,4125.64,4337.95,4592.26,4286.15,4598.46,4179.49,4225.64,4195.38,4266.15,4627.18,4352.82,0
4292.82,4222,4249.74,4132.26,4342.51,4588.21,4282.56,4596.92,4183.28,4232.26,4195.9,4263.28,4629.23,4356.41,0
4281.54,4221.54,4245.64,4122,4334.87,4595.9,4282.51,4592.82,4178.46,4214.87,4191.79,4257.95,4625.64,4347.69,0
4288.21,4222,4244.62,4118.97,4334.36,4622.51,4281.23,4597.95,4183.28,4224.62,4188.21,4262.51,4623.28,4345.64,0
4321.54,4225.64,4251.28,4134.87,4345.13,4626.15,4288.21,4617.95,4227.18,4216.92,4192.31,4269.74,4623.59,4353.85,0
4299.49,4213.85,4262,4142.51,4349.74,4612.82,4291.79,4625.64,4214.87,4231.79,4196.92,4271.28,4623.59,4355.9,0
4295.38,4215.38,4262.56,4137.44,4347.18,4614.87,4292.26,4622,4212.77,4233.85,4196.92,4268.21,4625.64,4358.97,0
4327.18,4216.41,4267.69,4138.46,4348.72,4615.9,4293.85,4625.13,4222,4233.85,4222.51,4275.38,4614.36,4365.13,0
4318.97,4221.54,4277.44,4141.54,4348.72,4612.31,4299.49,4632.82,4224.1,4244.1,4214.36,4288.72,4629.74,4371.28,0
4317.44,4221.54,4281.54,4142.51,4347.69,4626.67,4295.38,4625.13,4226.67,4252.82,4222.56,4294.36,4642,4381.23,0
4313.33,4211.28,4278.46,4136.41,4345.13,4628.72,4292.26,4611.79,4192.26,4241.54,4214.87,4289.74,4632.82,4382,0
4314.87,4222.56,4271.79,4134.36,4335.38,4629.74,4293.85,4627.18,4189.74,4222.25,4225.13,4282.56,4622.25,4367.18,0
4314.36,4229.23,4271.28,4137.44,4334.87,4624.62,4297.95,4613.85,4221.54,4224.62,4226.67,4283.59,4626.67,4372.26,0
4312.31,4218.46,4277.44,4142.25,4346.15,4626.15,4296.92,4622.25,4213.85,4242,4217.44,4288.72,4636.41,4382,0
4311.79,4213.33,4279.49,4138.97,4346.15,4628.21,4294.87,4623.59,4213.85,4243.59,4221.54,4292.77,4635.38,4373.33,0
4326.15,4222.56,4277.44,4135.38,4339.49,4622.25,4294.36,4625.13,4228.72,4237.44,4216.41,4288.72,4628.21,4366.15,0
4321.54,4221.23,4274.36,4135.38,4341.23,4622,4288.72,4628.72,4212.77,4236.41,4229.74,4284.1,4623.28,4369.23,0
4328.72,4229.74,4268.72,4136.92,4343.59,4628.21,4283.28,4625.64,4213.33,4241.54,4212.26,4282.25,4624.62,4366.67,0
4315.38,4221.54,4267.18,4142.51,4347.18,4613.33,4289.23,4621.23,4229.74,4238.46,4213.85,4282.25,4625.13,4359.49,0
4326.67,4216.92,4268.72,4142.25,4352.77,4629.23,4297.44,4622.51,4223.59,4226.67,4226.15,4277.44,4616.41,4351.79,0
4296.41,4223.59,4262.56,4136.92,4342.51,4625.13,4296.41,4619.49,4197.44,4214.36,4193.33,4272.77,4627.18,4347.18,0
4298.97,4226.15,4265.64,4131.79,4329.23,4624.62,4288.72,4612.82,4194.87,4211.79,4196.92,4276.41,4613.85,4358.97,0
4314.87,4218.97,4283.28,4142.25,4337.95,4622,4284.1,4628.72,4221.54,4226.67,4215.38,4293.33,4629.74,4377.95,0
4323.28,4219.49,4289.74,4151.79,4345.13,4596.92,4283.28,4613.85,4211.28,4244.62,4224.1,4322.51,4635.9,4378.97,0
4329.74,4228.21,4281.23,4141.23,4334.36,4622.25,4284.62,4618.97,4212.82,4242.25,4213.33,4289.74,4625.64,4363.59,0
4296.41,4222.51,4274.87,4131.79,4331.79,4623.28,4286.67,4622.25,4229.23,4228.72,4224.1,4282,4614.36,4356.41,0
4325.64,4223.28,4278.97,4142,4346.15,4622,4286.15,4623.59,4227.18,4231.28,4227.18,4284.1,4617.95,4358.46,0
4318.46,4225.13,4281.54,4143.28,4348.21,4625.64,4289.23,4624.1,4227.18,4231.28,4211.79,4288.72,4623.28,4362.25,0
4313.33,4221.54,4277.95,4136.92,4338.46,4629.74,4291.79,4631.28,4214.36,4227.18,4211.79,4288.72,4624.62,4372.77,0
4325.13,4224.1,4278.97,4137.44,4342,4622.56,4287.69,4635.9,4222,4235.38,4218.46,4291.79,4632.77,4377.95,0
4326.67,4228.21,4276.92,4142.25,4343.28,4622.25,4284.1,4631.79,4218.97,4237.44,4225.13,4293.33,4631.79,4371.79,0
4329.23,4224.62,4264.62,4136.92,4338.97,4628.72,4285.13,4629.23,4215.9,4232.26,4217.95,4286.67,4622.56,4361.23,0
4328.21,4222.25,4262,4132.26,4345.13,4627.69,4282.25,4626.15,4228.21,4231.28,4212.77,4278.46,4617.44,4362.56,0
4324.62,4221.54,4262,4127.69,4356.92,4624.62,4282.51,4616.92,4198.97,4232.31,4211.79,4275.38,4622.25,4362.25,0
4321.23,4222.25,4252.26,4123.28,4352.77,4626.67,4285.13,4614.87,4196.41,4223.59,4212.26,4271.79,4621.54,4357.44,0
4323.59,4225.64,4252.26,4124.62,4343.28,4627.18,4282.56,4622.51,4197.95,4223.59,4228.21,4272.82,4616.41,4359.49,0
4325.64,4227.69,4261.54,4134.36,4352.82,4626.15,4278.46,4624.1,4222.51,4231.79,4212.82,4282.56,4615.9,4362.51,0
4322.51,4223.28,4258.46,4131.28,4352.31,4626.15,4276.41,4624.1,4226.15,4233.33,4212.31,4283.59,4614.36,4352.31,0
4295.38,3997.44,4245.13,4118.97,4335.38,4622.56,4275.38,4622,4224.1,4225.64,4223.59,4272.77,4629.23,4345.64,0
4298.46,3998.46,4244.1,4122,4333.85,4622,4276.41,4612.31,4193.33,4222,4222.56,4265.13,4627.69,4352.31,0
