1,0,0.99539,-0.05889,0.85043,0.00306,0.83398,-0.37708,1.1,0.0376,0.85043,-0.17755,0.59755,-0.44945,0.60536,-0.38003,0.84356,-0.3854,0.5801,-0.3019,0.56971,-0.09674,0.36946,-0.47357,0.56811,-0.51171,0.41078,-0.46168,0.01066,-0.3409,0.40067,-0.54487,0.18641,-0.453,1
1,0,1,-0.18809,0.93035,-0.36156,-0.10868,-0.93597,1,-0.04549,0.50874,-0.67743,0.3443,-0.69707,-0.51685,-0.97515,0.05499,-0.60037,0.33109,-1,-0.13151,-0.453,-0.18056,-0.35734,-0.0033,-0.06569,-0.00468,-0.18401,-0.1904,-0.11593,-0.16606,-0.06088,-0.13738,-0.00447,0
1,0,1,-0.03365,1,0.00485,1,-0.1006,0.88965,0.01198,0.7308,0.05346,0.85443,0.00807,0.54591,0.00099,0.83775,-0.13644,0.75535,-0.0854,0.70887,-0.075,0.43385,-0.1006,0.57508,-0.4,0.58984,-0.00145,0.431,-0.17365,0.60436,-0.0418,0.56045,-0.38038,1
1,0,1,-0.45161,1,1,0.71016,-1,0,0,0,0,0,0,-1,0.14516,0.54094,-0.3933,-1,-0.54467,-0.69975,1,0,0,1,0.90695,0.51613,1,1,-0.00099,0.0568,1,-0.3038,1,0
1,0,1,-0.00401,0.9414,0.06531,0.90106,-0.03055,0.7715,-0.16399,0.50798,-0.00075,0.56409,-0.0071,0.34395,-0.07457,0.5094,-0.0178,0.45107,-0.17813,0.0598,-0.35575,0.00309,-0.50879,0.03086,-0.65158,0.1309,-0.53006,0.00431,-0.60197,-0.05707,-0.59573,-0.04608,-0.65697,1
1,0,0.00337,-0.0059,-0.09904,-0.11949,-0.00763,-0.11804,0.14706,0.06637,0.03786,-0.063,0,0,-0.0457,-0.1554,-0.00343,-0.10196,-0.11575,-0.05414,0.01838,0.03669,0.01519,0.00888,0.03513,-0.01535,-0.0304,0.09003,-0.07859,0.0073,0,0,-0.00039,0.10011,0
1,0,0.97588,-0.106,0.94601,-0.008,0.90806,-0.0835,0.85996,-0.0734,0.79766,-0.47909,0.78005,-0.50764,0.74608,-0.61436,0.57945,-0.68086,0.3785,-0.73641,0.36304,-0.7656,0.31898,-0.79753,0.0079,-0.81634,0.13659,-0.8051,0.04606,-0.80395,-0.0406,-0.81318,-0.1383,-0.80975,1
0,0,0,0,0,0,1,-1,0,0,-1,-1,0,0,0,0,1,1,-1,-1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0
1,0,0.96355,-0.07198,1,-0.14333,1,-0.01313,1,-0.36174,0.9057,-0.43569,0.9451,-0.40668,0.9039,-0.46381,0.98305,-0.35057,0.84537,-0.66,0.75346,-0.60589,0.69637,-0.64005,0.85106,-0.6544,0.57577,-0.6971,0.05435,-0.63919,0.45114,-0.70779,0.38895,-0.734,1
1,0,-0.01864,-0.08459,0,0,0,0,0.1147,-0.0681,-0.45663,-0.3817,0,0,-0.33656,0.386,-0.37133,0.15018,0.63708,0.00115,0,0,0,0,-0.14803,-0.01306,0.00645,-0.00094,0,0,0.16595,0.04086,-0.08008,0.38065,0
1,0,1,0.06655,1,-0.18388,1,-0.073,1,-0.43107,1,-0.41349,0.9603,-0.51874,0.90711,-0.59017,0.8903,-0.66474,0.69876,-0.70997,0.70645,-0.763,0.63081,-0.80544,0.55867,-0.89108,0.47011,-0.865,0.40303,-0.83675,0.30996,-0.89093,0.00995,-0.89158,1
1,0,1,-0.5401,1,-1,1,-1,1,0.36017,1,-0.41119,1,1,1,-1,1,-0.09354,1,-0.93599,1,1,1,1,1,-0.40888,1,-0.60745,1,-1,1,-1,1,-1,0
1,0,1,-0.16316,1,-0.10169,0.99999,-0.15197,1,-0.19077,0.94055,-0.35151,0.95735,-0.09785,0.93719,-0.3441,0.94486,-0.08106,0.90137,-0.43383,0.86043,-0.47308,0.80987,-0.51,0.8408,-0.47137,0.76004,-0.5837,0.65703,-0.68794,0.68714,-0.64537,0.64707,-0.67006,1
1,0,1,-0.86701,1,0.0008,0.8549,-0.39896,1,-0.1009,1,0.35147,1,0.0777,1,-0.14767,1,-1,1,-1,0.61831,0.15803,1,0.60349,1,-0.1701,1,0.35904,1,-0.66494,1,0.88408,1,-0.18806,0
1,0,1,0.0738,1,0.034,1,-0.05563,1,0.08764,1,0.19651,1,0.00308,1,0.10785,1,0.10561,1,0.07087,1,0.44758,1,0.4175,1,0.00033,1,0.36743,0.95603,0.48641,1,0.3049,1,0.4671,1
1,0,0.5093,-0.93996,1,0.06708,-0.035,-1,1,-1,0.43685,-1,0,0,-1,-0.34065,-0.37681,0.03603,1,-1,0,0,0,0,-0.16053,0.90036,0.3975,0.06501,0,0,1,0.03188,0,0,0
1,0,0.99645,0.06468,1,-0.01036,0.97811,0.00498,0.9611,0.0031,0.99074,0.07808,0.89303,0.10346,0.9401,0.05069,0.88809,0.111,0.86104,0.08631,0.81633,0.1183,0.83668,0.1444,0.81309,0.1341,0.79476,0.13638,0.7911,0.15379,0.771,0.1593,0.70941,0.10015,1
0,0,0,0,-1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,0
1,0,0.67065,0.00508,0.66606,0.05031,0.57197,0.18761,0.08776,0.34081,0.63601,0.10131,0.60099,0.14085,0.78637,0.10976,0.58373,0.18151,0.14395,0.41004,0.53888,0.01306,0.514,0.00605,0.48838,0.03704,0.46167,0.04618,0.43433,0.05306,0.40663,0.0579,1,0.33036,1
0,0,1,-1,0,0,0,0,1,1,1,-1,-0.71875,1,0,0,-1,1,1,1,-1,1,1,0.5605,-1,1,1,1,1,-1,1,1,1,1,0
1,0,1,-0.0061,1,-0.09834,1,-0.07649,1,-0.10605,1,-0.11073,1,-0.39489,1,-0.15616,0.90104,-0.31884,0.86473,-0.34534,0.91693,-0.4407,0.9606,-0.46866,0.81874,-0.4037,0.80681,-0.40031,0.75784,-0.38031,0.80448,-0.40575,0.74354,-0.45039,1
0,0,1,1,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,1,-1,1,0,0,0,0,1,-1,-1,1,-1,1,-1,1,0
1,0,0.96071,0.07088,1,0.04096,1,0.09313,0.90169,-0.05144,0.89063,0.0058,0.8305,-0.0614,0.87534,0.09831,0.76544,0.0008,0.75006,-0.05095,0.65961,-0.07905,0.64158,-0.05909,0.55677,-0.07705,0.58051,-0.00005,0.49664,-0.01051,0.5131,-0.00015,0.50099,-0.0018,1
0,0,-1,1,0,0,0,0,-1,1,1,1,0,0,0,0,1,-1,-1,1,1,1,0,0,-1,-1,1,-1,1,1,-1,1,0,0,0
1,0,1,-0.0618,1,0.0094,1,-0.05131,1,-0.01707,1,-0.11706,0.84493,-0.05,0.9339,-0.06598,0.6917,-0.07379,0.65731,-0.00367,0.9491,-0.31558,0.8085,-0.31654,0.8493,-0.34838,0.70509,-0.09174,0.73094,-0.38576,0.54356,-0.06084,0.64007,-0.39487,1
1,0,1,0.578,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-0.60796,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0
1,0,1,-0.08714,1,-0.17063,0.86635,-0.81779,0.94817,0.61053,0.95473,-0.4138,0.88486,-0.31736,0.87937,-0.03433,0.81051,-0.6018,0.10045,-1,0.90084,0.11053,0.60357,-0.78547,0.55389,-0.80868,0.48136,-0.86583,0.4065,-0.89674,0.30984,-0.90108,-0.13341,-1,1
0,0,-1,-1,0,0,-1,1,1,-0.375,0,0,0,0,0,0,1,-1,-1,-1,1,-1,0,0,1,-1,-1,1,-1,-1,0,0,-1,1,0
1,0,1,0.0838,1,0.17387,1,-0.13308,0.9817,0.645,1,0.47904,1,0.59113,1,0.70758,1,0.80777,1,0.95099,1,1,0.9804,1,0.91604,1,0.83899,1,0.748,1,0.64358,1,0.50479,1,1
0,0,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,0,0,1,1,-1,-1,1,-1,1,-1,1,1,1,-1,1,-1,-1,1,1,-1,0
1,0,1,-0.14036,1,-0.16056,1,-0.03656,1,-0.07514,1,-0.0501,1,-0.06161,1,-0.01975,1,-0.38606,1,-0.4616,1,-0.35519,1,-0.59661,1,-0.47643,0.988,-0.49687,1,-0.758,1,-0.75761,1,-0.84437,1
1,0,1,-1,1,1,1,-1,1,-1,1,-1,1,-0.0184,1,-1,1,1,1,-0.85583,1,1,1,-1,0,0,1,1,1,-0.79141,1,1,1,1,0
1,0,0.88008,-0.14639,0.93408,-0.11057,0.901,-0.1645,0.88307,-0.17036,0.8846,-0.31809,0.85069,-0.31463,0.80116,-0.35904,0.80681,-0.3363,0.75043,-0.47,0.70555,-0.47153,0.6615,-0.50085,0.61097,-0.48086,0.56804,-0.54609,0.50179,-0.59854,0.47075,-0.57377,0.40189,-0.58086,1
1,0,0.71053,-0.00595,0.41087,-0.03067,0.98019,-0.09473,0.99709,-0.10036,1,-0.10951,0.58965,1,0.83706,-1,0.8007,-0.17863,0.8076,-0.08057,-0.05914,0.9073,0.51933,0.05456,0.65493,-0.0039,0.93104,-0.41307,0.63811,-0.01901,0.86136,-0.87354,-0.03186,-1,0
1,0,1,-0.15899,0.70314,0.07686,0.83443,-0.58388,1,-0.08007,1,-0.49863,0.7996,-0.10507,0.76837,0.14638,1,0.39337,1,0.0659,0.96354,-0.01891,0.90599,-0.91338,1,0.14803,1,-0.1158,1,-0.11109,1,0.5337,1,-0.57758,1
1,0,0.66161,-1,1,1,1,-0.67301,0.80893,-0.40446,1,-1,1,-0.89375,1,0.73393,0.17589,0.7098,1,0.78036,1,0.85068,1,-1,1,0.85357,1,-0.08571,0.9598,-0.3605,1,0.65068,1,0.3473,0
1,0,1,0.00433,1,-0.01009,1,-0.0096,1,-0.07014,0.97839,-0.06056,1,-0.06544,0.97061,-0.07917,0.90561,-0.13665,0.94184,-0.14307,0.99589,-0.14048,0.94815,-0.13565,0.89469,-0.00851,0.89067,-0.17909,0.85644,-0.1855,0.83777,-0.00101,0.83867,-0.00766,1
0,0,1,1,1,-1,0,0,0,0,-1,-1,0,0,0,0,-1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,0,0,0
1,0,0.91041,0.04347,0.94191,0.0008,0.94705,0.05345,0.9358,0.01301,0.91911,0.06348,0.90766,0.10067,0.90048,0.06011,0.88899,0.107,0.83744,0.14439,0.80983,0.11849,0.77041,0.14,0.75755,0.11099,0.7355,0.1308,0.66387,0.153,0.70905,0.10754,0.65058,0.11447,1
1,0,1,0.00461,0.9967,0.04861,0.97545,0.07143,0.61745,-1,0.91036,0.11147,0.8846,0.5364,0.80077,0.14137,0.76909,0.15189,1,0.41003,0.6585,0.16371,0.60138,0.16516,0.54446,0.1639,0.48867,0.16019,0.43481,0.15436,0.3835,0.14677,1,1,0
1,0,1,0.06538,1,0.00746,1,0.06081,0.93051,0.30013,0.86773,0.39039,0.75474,0.5008,0.79555,0.50301,0.65954,0.60756,0.57619,0.60999,0.47807,0.67135,0.40553,0.6884,0.34384,0.7008,0.0771,0.70386,0.19096,0.7068,0.1137,0.70688,0.0699,0.71444,1
1,0,-1,-1,1,1,1,-0.14375,0,0,-1,1,1,1,0.17917,-1,-1,-1,0.0875,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,0,0,0
1,0,0.9093,0.08791,0.86508,0.16888,1,0.16598,0.55187,0.68154,0.70007,0.36719,0.16086,0.40739,0.576,0.46086,0.51067,0.49618,0.31639,0.10967,0.37804,0.5446,0.31074,0.55806,0.04856,0.56507,0.18606,0.56605,0.10635,0.56101,0.06907,0.55061,0.10137,0.67739,1
1,0,-0.64086,-1,1,0.80857,1,-1,1,-0.03393,1,0.96161,1,-0.37679,1,-1,1,0.13839,1,-1,1,-0.03393,-0.84086,1,0.5375,0.85714,1,1,1,-1,1,-1,1,-1,0
